LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
401001,NIAGARA,STAR POINT CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,53,13.70%,81,21%,134,34.70%,MIDDLE/HIGH,SCHOOL DISTRICT,4363 MAPLETON RD,LOCKPORT,NY,14094,"4363 MAPLETON RD
LOCKPORT, NY 14094
(43.12298721100046, -78.80749184499967)"
401301,NIAGARA,BARKER CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,50,14.20%,71,20.20%,121,34.50%,DISTRICT TOTAL,SCHOOL DISTRICT,1628 QUAKER RD,BARKER,NY,14012,"1628 QUAKER RD
BARKER, NY 14012
(43.3354864150005, -78.55510871199965)"
401301,NIAGARA,BARKER CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,30,14.50%,44,21.30%,74,35.70%,ELEMENTARY,SCHOOL DISTRICT,1628 QUAKER RD,BARKER,NY,14012,"1628 QUAKER RD
BARKER, NY 14012
(43.3354864150005, -78.55510871199965)"
401301,NIAGARA,BARKER CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,20,14.50%,28,20.30%,48,34.80%,MIDDLE/HIGH,SCHOOL DISTRICT,1628 QUAKER RD,BARKER,NY,14012,"1628 QUAKER RD
BARKER, NY 14012
(43.3354864150005, -78.55510871199965)"
401501,NIAGARA,WILSON CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,86,19.50%,84,19.10%,170,38.60%,DISTRICT TOTAL,SCHOOL DISTRICT,412 LAKE ST,WILSON,NY,14172,"412 LAKE ST
WILSON, NY 14172
(43.306349817000466, -78.82599288199964)"
401501,NIAGARA,WILSON CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,52,21.80%,34,14.20%,86,36%,ELEMENTARY,SCHOOL DISTRICT,412 LAKE ST,WILSON,NY,14172,"412 LAKE ST
WILSON, NY 14172
(43.306349817000466, -78.82599288199964)"
401501,NIAGARA,WILSON CENTRAL SCHOOL,WESTERN NEW YORK,2012-2013,34,17.50%,50,25.80%,84,43.30%,MIDDLE/HIGH,SCHOOL DISTRICT,412 LAKE ST,WILSON,NY,14172,"412 LAKE ST
WILSON, NY 14172
(43.306349817000466, -78.82599288199964)"
411504,ONEIDA,NEW YORK MILLS U F S,CENTRAL NEW YORK,2012-2013,20,13.80%,22,15.20%,42,29%,DISTRICT TOTAL,SCHOOL DISTRICT,1 MARAUDER BLVD,NEW YORK MILLS,NY,13417,"1 MARAUDER BLVD
NEW YORK MILLS, NY 13417
(43.09504744500049, -75.28937002399965)"
411504,ONEIDA,NEW YORK MILLS U F S,CENTRAL NEW YORK,2012-2013,13,12.50%,22,21.20%,35,33.70%,ELEMENTARY,SCHOOL DISTRICT,1 MARAUDER BLVD,NEW YORK MILLS,NY,13417,"1 MARAUDER BLVD
NEW YORK MILLS, NY 13417
(43.09504744500049, -75.28937002399965)"
411504,ONEIDA,NEW YORK MILLS U F S,CENTRAL NEW YORK,2012-2013,7,17.10%,,,7,17.10%,MIDDLE/HIGH,SCHOOL DISTRICT,1 MARAUDER BLVD,NEW YORK MILLS,NY,13417,"1 MARAUDER BLVD
NEW YORK MILLS, NY 13417
(43.09504744500049, -75.28937002399965)"
411603,ONEIDA,SAUQUOIT VALLEY CENTRAL,CENTRAL NEW YORK,2012-2013,49,16.40%,63,21.10%,112,37.50%,DISTRICT TOTAL,SCHOOL DISTRICT,2601 ONEIDA ST,SAUQUOIT,NY,13456,"2601 ONEIDA ST
SAUQUOIT, NY 13456
(42.98831268900045, -75.25324806699967)"
411603,ONEIDA,SAUQUOIT VALLEY CENTRAL,CENTRAL NEW YORK,2012-2013,26,16.80%,32,20.60%,58,37.40%,ELEMENTARY,SCHOOL DISTRICT,2601 ONEIDA ST,SAUQUOIT,NY,13456,"2601 ONEIDA ST
SAUQUOIT, NY 13456
(42.98831268900045, -75.25324806699967)"
411603,ONEIDA,SAUQUOIT VALLEY CENTRAL,CENTRAL NEW YORK,2012-2013,21,15%,31,22.10%,52,37.10%,MIDDLE/HIGH,SCHOOL DISTRICT,2601 ONEIDA ST,SAUQUOIT,NY,13456,"2601 ONEIDA ST
SAUQUOIT, NY 13456
(42.98831268900045, -75.25324806699967)"
411701,ONEIDA,REMSEN CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,19,14.50%,24,18.30%,43,32.80%,DISTRICT TOTAL,SCHOOL DISTRICT,DAVIS DR,REMSEN,NY,13438,"DAVIS DR
REMSEN, NY 13438
(43.34554650000047, -75.16433825199965)"
411701,ONEIDA,REMSEN CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,8,11.80%,8,11.80%,16,23.50%,ELEMENTARY,SCHOOL DISTRICT,DAVIS DR,REMSEN,NY,13438,"DAVIS DR
REMSEN, NY 13438
(43.34554650000047, -75.16433825199965)"
411701,ONEIDA,REMSEN CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,,,18,33.30%,18,33.30%,MIDDLE/HIGH,SCHOOL DISTRICT,DAVIS DR,REMSEN,NY,13438,"DAVIS DR
REMSEN, NY 13438
(43.34554650000047, -75.16433825199965)"
411800,ONEIDA,ROME CITY SCHOOLS,CENTRAL NEW YORK,2012-2013,386,19.20%,500,24.90%,886,44%,DISTRICT TOTAL,SCHOOL DISTRICT,409 BELL RD,ROME,NY,13440,"409 BELL RD
ROME, NY 13440
(43.221832777000486, -75.42672047299965)"
411800,ONEIDA,ROME CITY SCHOOLS,CENTRAL NEW YORK,2012-2013,244,19.20%,308,24.20%,552,43.40%,ELEMENTARY,SCHOOL DISTRICT,409 BELL RD,ROME,NY,13440,"409 BELL RD
ROME, NY 13440
(43.221832777000486, -75.42672047299965)"
411800,ONEIDA,ROME CITY SCHOOLS,CENTRAL NEW YORK,2012-2013,142,19.20%,192,25.90%,334,45.10%,MIDDLE/HIGH,SCHOOL DISTRICT,409 BELL RD,ROME,NY,13440,"409 BELL RD
ROME, NY 13440
(43.221832777000486, -75.42672047299965)"
412201,ONEIDA,HOLLAND PATENT CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,57,13.30%,46,10.80%,103,24.10%,DISTRICT TOTAL,SCHOOL DISTRICT,9601 MAIN ST,HOLLAND PATENT,NY,13354,"9601 MAIN ST
HOLLAND PATENT, NY 13354
(43.2435316100005, -75.25362516999968)"
412201,ONEIDA,HOLLAND PATENT CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,31,13.60%,,,31,13.60%,ELEMENTARY,SCHOOL DISTRICT,9601 MAIN ST,HOLLAND PATENT,NY,13354,"9601 MAIN ST
HOLLAND PATENT, NY 13354
(43.2435316100005, -75.25362516999968)"
412201,ONEIDA,HOLLAND PATENT CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,26,13.50%,41,21.20%,67,34.70%,MIDDLE/HIGH,SCHOOL DISTRICT,9601 MAIN ST,HOLLAND PATENT,NY,13354,"9601 MAIN ST
HOLLAND PATENT, NY 13354
(43.2435316100005, -75.25362516999968)"
412801,ONEIDA,WESTMORELAND CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,51,17.20%,70,23.60%,121,40.70%,DISTRICT TOTAL,SCHOOL DISTRICT,5176 RT 233,WESTMORELAND,NY,13490,"5176 RT 233
WESTMORELAND, NY 13490
(43.112370686000475, -75.40319133099968)"
412801,ONEIDA,WESTMORELAND CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,34,18.90%,36,20%,70,38.90%,ELEMENTARY,SCHOOL DISTRICT,5176 RT 233,WESTMORELAND,NY,13490,"5176 RT 233
WESTMORELAND, NY 13490
(43.112370686000475, -75.40319133099968)"
412801,ONEIDA,WESTMORELAND CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,17,14.90%,34,29.80%,51,44.70%,MIDDLE/HIGH,SCHOOL DISTRICT,5176 RT 233,WESTMORELAND,NY,13490,"5176 RT 233
WESTMORELAND, NY 13490
(43.112370686000475, -75.40319133099968)"
412902,ONEIDA,WHITESBORO CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,152,15.40%,153,15.50%,305,30.90%,DISTRICT TOTAL,SCHOOL DISTRICT,67 WHITESBORO ST,YORKVILLE,NY,13495,"67 WHITESBORO ST
YORKVILLE, NY 13495
(43.115371781000476, -75.27479284099962)"
412902,ONEIDA,WHITESBORO CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,74,15.50%,66,13.80%,140,29.40%,ELEMENTARY,SCHOOL DISTRICT,67 WHITESBORO ST,YORKVILLE,NY,13495,"67 WHITESBORO ST
YORKVILLE, NY 13495
(43.115371781000476, -75.27479284099962)"
412902,ONEIDA,WHITESBORO CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,70,17.50%,69,17.30%,139,34.80%,MIDDLE/HIGH,SCHOOL DISTRICT,67 WHITESBORO ST,YORKVILLE,NY,13495,"67 WHITESBORO ST
YORKVILLE, NY 13495
(43.115371781000476, -75.27479284099962)"
420401,ONONDAGA,EAST SYRACUSE-MINOA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,269,16.80%,262,16.40%,531,33.20%,DISTRICT TOTAL,SCHOOL DISTRICT,407 FREMONT RD,EAST SYRACUSE,NY,13057,"407 FREMONT RD
EAST SYRACUSE, NY 13057
(43.06637164300048, -76.03046233799967)"
420401,ONONDAGA,EAST SYRACUSE-MINOA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,118,15%,126,16%,244,31%,ELEMENTARY,SCHOOL DISTRICT,407 FREMONT RD,EAST SYRACUSE,NY,13057,"407 FREMONT RD
EAST SYRACUSE, NY 13057
(43.06637164300048, -76.03046233799967)"
420401,ONONDAGA,EAST SYRACUSE-MINOA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,151,18.60%,136,16.80%,287,35.40%,MIDDLE/HIGH,SCHOOL DISTRICT,407 FREMONT RD,EAST SYRACUSE,NY,13057,"407 FREMONT RD
EAST SYRACUSE, NY 13057
(43.06637164300048, -76.03046233799967)"
420411,ONONDAGA,JAMESVILLE-DEWITT CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,115,13%,117,13.20%,232,26.20%,DISTRICT TOTAL,SCHOOL DISTRICT,6845 EDINGER DR,DEWITT,NY,13214,"6845 EDINGER DR
DEWITT, NY 13214
(43.01668293600045, -76.04779380099967)"
420411,ONONDAGA,JAMESVILLE-DEWITT CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,60,12%,62,12.40%,122,24.50%,ELEMENTARY,SCHOOL DISTRICT,6845 EDINGER DR,DEWITT,NY,13214,"6845 EDINGER DR
DEWITT, NY 13214
(43.01668293600045, -76.04779380099967)"
420411,ONONDAGA,JAMESVILLE-DEWITT CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,55,14.20%,55,14.20%,110,28.50%,MIDDLE/HIGH,SCHOOL DISTRICT,6845 EDINGER DR,DEWITT,NY,13214,"6845 EDINGER DR
DEWITT, NY 13214
(43.01668293600045, -76.04779380099967)"
420601,ONONDAGA,FABIUS-POMPEY CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,57,21.50%,62,23.40%,119,44.90%,DISTRICT TOTAL,SCHOOL DISTRICT,1211 MILL ST,FABIUS,NY,13063,"1211 MILL ST
FABIUS, NY 13063
(42.83040046800045, -75.98668777899968)"
420601,ONONDAGA,FABIUS-POMPEY CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,39,24.50%,46,28.90%,85,53.50%,ELEMENTARY,SCHOOL DISTRICT,1211 MILL ST,FABIUS,NY,13063,"1211 MILL ST
FABIUS, NY 13063
(42.83040046800045, -75.98668777899968)"
420601,ONONDAGA,FABIUS-POMPEY CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,18,17.30%,14,13.50%,32,30.80%,MIDDLE/HIGH,SCHOOL DISTRICT,1211 MILL ST,FABIUS,NY,13063,"1211 MILL ST
FABIUS, NY 13063
(42.83040046800045, -75.98668777899968)"
420702,ONONDAGA,SOLVAY UNION FREE SCHOOL,CENTRAL NEW YORK,2012-2013,112,17.90%,108,17.30%,220,35.30%,DISTRICT TOTAL,SCHOOL DISTRICT,103 3RD ST,SOLVAY,NY,13209,"103 3RD ST
SOLVAY, NY 13209
(43.060126841000454, -76.21400121199963)"
420702,ONONDAGA,SOLVAY UNION FREE SCHOOL,CENTRAL NEW YORK,2012-2013,75,20.80%,63,17.50%,138,38.20%,ELEMENTARY,SCHOOL DISTRICT,103 3RD ST,SOLVAY,NY,13209,"103 3RD ST
SOLVAY, NY 13209
(43.060126841000454, -76.21400121199963)"
420702,ONONDAGA,SOLVAY UNION FREE SCHOOL,CENTRAL NEW YORK,2012-2013,37,14.50%,45,17.60%,82,32.20%,MIDDLE/HIGH,SCHOOL DISTRICT,103 3RD ST,SOLVAY,NY,13209,"103 3RD ST
SOLVAY, NY 13209
(43.060126841000454, -76.21400121199963)"
420901,ONONDAGA,BALDWINSVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,287,16.90%,227,13.30%,514,30.20%,DISTRICT TOTAL,SCHOOL DISTRICT,29 E ONEIDA ST,BALDWINSVILLE,NY,13027,"29 E ONEIDA ST
BALDWINSVILLE, NY 13027
(43.16203228100045, -76.33914979199966)"
420901,ONONDAGA,BALDWINSVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,153,16.10%,130,13.60%,283,29.70%,ELEMENTARY,SCHOOL DISTRICT,29 E ONEIDA ST,BALDWINSVILLE,NY,13027,"29 E ONEIDA ST
BALDWINSVILLE, NY 13027
(43.16203228100045, -76.33914979199966)"
420901,ONONDAGA,BALDWINSVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,134,18%,97,13%,231,31%,MIDDLE/HIGH,SCHOOL DISTRICT,29 E ONEIDA ST,BALDWINSVILLE,NY,13027,"29 E ONEIDA ST
BALDWINSVILLE, NY 13027
(43.16203228100045, -76.33914979199966)"
421001,ONONDAGA,FAYVILL-MANLIUS CENT SCH,CENTRAL NEW YORK,2012-2013,181,13.50%,120,9%,301,22.50%,DISTRICT TOTAL,SCHOOL DISTRICT,8199 E SENECA TPKE,MANLIUS,NY,13104,"8199 E SENECA TPKE
MANLIUS, NY 13104
(43.007042295000474, -75.96066718999964)"
421001,ONONDAGA,FAYVILL-MANLIUS CENT SCH,CENTRAL NEW YORK,2012-2013,112,14.40%,74,9.50%,186,23.90%,ELEMENTARY,SCHOOL DISTRICT,8199 E SENECA TPKE,MANLIUS,NY,13104,"8199 E SENECA TPKE
MANLIUS, NY 13104
(43.007042295000474, -75.96066718999964)"
421001,ONONDAGA,FAYVILL-MANLIUS CENT SCH,CENTRAL NEW YORK,2012-2013,69,12.70%,35,6.40%,104,19.20%,MIDDLE/HIGH,SCHOOL DISTRICT,8199 E SENECA TPKE,MANLIUS,NY,13104,"8199 E SENECA TPKE
MANLIUS, NY 13104
(43.007042295000474, -75.96066718999964)"
421201,ONONDAGA,ONONDAGA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,57,17.10%,77,23.10%,134,40.20%,DISTRICT TOTAL,SCHOOL DISTRICT,4466 S ONONDAGA RD,NEDROW,NY,13120,"4466 S ONONDAGA RD
NEDROW, NY 13120
(42.9306725290005, -76.20539983199967)"
421201,ONONDAGA,ONONDAGA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,36,18.50%,37,19%,73,37.40%,ELEMENTARY,SCHOOL DISTRICT,4466 S ONONDAGA RD,NEDROW,NY,13120,"4466 S ONONDAGA RD
NEDROW, NY 13120
(42.9306725290005, -76.20539983199967)"
421201,ONONDAGA,ONONDAGA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,21,15.30%,40,29.20%,61,44.50%,MIDDLE/HIGH,SCHOOL DISTRICT,4466 S ONONDAGA RD,NEDROW,NY,13120,"4466 S ONONDAGA RD
NEDROW, NY 13120
(42.9306725290005, -76.20539983199967)"
421800,ONONDAGA,SYRACUSE CITY SCHOOLS,CENTRAL NEW YORK,2012-2013,1140,17.80%,1520,23.70%,2660,41.50%,DISTRICT TOTAL,SCHOOL DISTRICT,725 HARRISON ST,SYRACUSE,NY,13210,"725 HARRISON ST
SYRACUSE, NY 13210
(43.04428636400047, -76.14052406199966)"
421800,ONONDAGA,SYRACUSE CITY SCHOOLS,CENTRAL NEW YORK,2012-2013,764,18%,941,22.20%,1705,40.30%,ELEMENTARY,SCHOOL DISTRICT,725 HARRISON ST,SYRACUSE,NY,13210,"725 HARRISON ST
SYRACUSE, NY 13210
(43.04428636400047, -76.14052406199966)"
421800,ONONDAGA,SYRACUSE CITY SCHOOLS,CENTRAL NEW YORK,2012-2013,376,17.20%,579,26.50%,955,43.80%,MIDDLE/HIGH,SCHOOL DISTRICT,725 HARRISON ST,SYRACUSE,NY,13210,"725 HARRISON ST
SYRACUSE, NY 13210
(43.04428636400047, -76.14052406199966)"
421902,ONONDAGA,TULLY CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,34,13.20%,42,16.30%,76,29.50%,DISTRICT TOTAL,SCHOOL DISTRICT,20 STATE ST,TULLY,NY,13159,"20 STATE ST
TULLY, NY 13159
(42.796639109000466, -76.10998513699963)"
421902,ONONDAGA,TULLY CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,16,11.90%,22,16.40%,38,28.40%,ELEMENTARY,SCHOOL DISTRICT,20 STATE ST,TULLY,NY,13159,"20 STATE ST
TULLY, NY 13159
(42.796639109000466, -76.10998513699963)"
421902,ONONDAGA,TULLY CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,18,14.50%,20,16.10%,38,30.60%,MIDDLE/HIGH,SCHOOL DISTRICT,20 STATE ST,TULLY,NY,13159,"20 STATE ST
TULLY, NY 13159
(42.796639109000466, -76.10998513699963)"
430700,ONTARIO,GENEVA CITY SCHOOLS,FINGER LAKES,2012-2013,125,20.70%,145,24%,270,44.80%,DISTRICT TOTAL,SCHOOL DISTRICT,400 W NORTH ST,GENEVA,NY,14456,"400 W NORTH ST
GENEVA, NY 14456
(42.87616614300049, -76.99658533399963)"
430700,ONTARIO,GENEVA CITY SCHOOLS,FINGER LAKES,2012-2013,78,19.70%,91,23%,169,42.70%,ELEMENTARY,SCHOOL DISTRICT,400 W NORTH ST,GENEVA,NY,14456,"400 W NORTH ST
GENEVA, NY 14456
(42.87616614300049, -76.99658533399963)"
430700,ONTARIO,GENEVA CITY SCHOOLS,FINGER LAKES,2012-2013,47,23.40%,54,26.90%,101,50.20%,MIDDLE/HIGH,SCHOOL DISTRICT,400 W NORTH ST,GENEVA,NY,14456,"400 W NORTH ST
GENEVA, NY 14456
(42.87616614300049, -76.99658533399963)"
430901,ONTARIO,GORHAM-MDLSEX CENT SCH,FINGER LAKES,2012-2013,76,17.90%,78,18.40%,154,36.20%,DISTRICT TOTAL,SCHOOL DISTRICT,4100 BALDWIN RD,RUSHVILLE,NY,14544,"4100 BALDWIN RD
RUSHVILLE, NY 14544
(42.77705492700045, -77.21639691699966)"
430901,ONTARIO,GORHAM-MDLSEX CENT SCH,FINGER LAKES,2012-2013,45,17.80%,38,15%,83,32.80%,ELEMENTARY,SCHOOL DISTRICT,4100 BALDWIN RD,RUSHVILLE,NY,14544,"4100 BALDWIN RD
RUSHVILLE, NY 14544
(42.77705492700045, -77.21639691699966)"
430901,ONTARIO,GORHAM-MDLSEX CENT SCH,FINGER LAKES,2012-2013,31,18.60%,40,24%,71,42.50%,MIDDLE/HIGH,SCHOOL DISTRICT,4100 BALDWIN RD,RUSHVILLE,NY,14544,"4100 BALDWIN RD
RUSHVILLE, NY 14544
(42.77705492700045, -77.21639691699966)"
431101,ONTARIO,MANCHESTER-SHORTSVILLE SCHOOL DISTRICT,FINGER LAKES,2012-2013,44,16.20%,60,22.10%,104,38.20%,DISTRICT TOTAL,SCHOOL DISTRICT,1506 RT 21,SHORTSVILLE,NY,14548,"1506 RT 21
SHORTSVILLE, NY 14548
(42.9597192490005, -77.23029804499964)"
431101,ONTARIO,MANCHESTER-SHORTSVILLE SCHOOL DISTRICT,FINGER LAKES,2012-2013,27,15.90%,42,24.70%,69,40.60%,ELEMENTARY,SCHOOL DISTRICT,1506 RT 21,SHORTSVILLE,NY,14548,"1506 RT 21
SHORTSVILLE, NY 14548
(42.9597192490005, -77.23029804499964)"
431101,ONTARIO,MANCHESTER-SHORTSVILLE SCHOOL DISTRICT,FINGER LAKES,2012-2013,17,16.70%,18,17.60%,35,34.30%,MIDDLE/HIGH,SCHOOL DISTRICT,1506 RT 21,SHORTSVILLE,NY,14548,"1506 RT 21
SHORTSVILLE, NY 14548
(42.9597192490005, -77.23029804499964)"
431201,ONTARIO,NAPLES CENTRAL SCHOOL,FINGER LAKES,2012-2013,42,14.30%,36,12.20%,78,26.50%,DISTRICT TOTAL,SCHOOL DISTRICT,136 N MAIN ST,NAPLES,NY,14512,"136 N MAIN ST
NAPLES, NY 14512
(42.614181045000464, -77.40324402299967)"
431201,ONTARIO,NAPLES CENTRAL SCHOOL,FINGER LAKES,2012-2013,22,12.30%,16,8.90%,38,21.20%,ELEMENTARY,SCHOOL DISTRICT,136 N MAIN ST,NAPLES,NY,14512,"136 N MAIN ST
NAPLES, NY 14512
(42.614181045000464, -77.40324402299967)"
431201,ONTARIO,NAPLES CENTRAL SCHOOL,FINGER LAKES,2012-2013,20,17.40%,20,17.40%,40,34.80%,MIDDLE/HIGH,SCHOOL DISTRICT,136 N MAIN ST,NAPLES,NY,14512,"136 N MAIN ST
NAPLES, NY 14512
(42.614181045000464, -77.40324402299967)"
431701,ONTARIO,VICTOR CENTRAL SCHOOL,FINGER LAKES,2012-2013,205,15.10%,101,7.40%,306,22.50%,DISTRICT TOTAL,SCHOOL DISTRICT,953 HIGH ST,VICTOR,NY,14564,"953 HIGH ST
VICTOR, NY 14564
(42.991357451000454, -77.41849216799966)"
431701,ONTARIO,VICTOR CENTRAL SCHOOL,FINGER LAKES,2012-2013,129,15.80%,44,5.40%,173,21.30%,ELEMENTARY,SCHOOL DISTRICT,953 HIGH ST,VICTOR,NY,14564,"953 HIGH ST
VICTOR, NY 14564
(42.991357451000454, -77.41849216799966)"
431701,ONTARIO,VICTOR CENTRAL SCHOOL,FINGER LAKES,2012-2013,76,14%,57,10.50%,133,24.40%,MIDDLE/HIGH,SCHOOL DISTRICT,953 HIGH ST,VICTOR,NY,14564,"953 HIGH ST
VICTOR, NY 14564
(42.991357451000454, -77.41849216799966)"
440102,ORANGE,WASHINGTONVILLE CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,234,16.30%,215,15%,449,31.30%,DISTRICT TOTAL,SCHOOL DISTRICT,52 W MAIN ST,WASHINGTONVILLE,NY,10992,"52 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.427818190000494, -74.16328566999965)"
440102,ORANGE,WASHINGTONVILLE CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,132,16.20%,115,14.10%,247,30.40%,ELEMENTARY,SCHOOL DISTRICT,52 W MAIN ST,WASHINGTONVILLE,NY,10992,"52 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.427818190000494, -74.16328566999965)"
440102,ORANGE,WASHINGTONVILLE CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,102,16.50%,100,16.10%,202,32.60%,MIDDLE/HIGH,SCHOOL DISTRICT,52 W MAIN ST,WASHINGTONVILLE,NY,10992,"52 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.427818190000494, -74.16328566999965)"
440201,ORANGE,CHESTER UNION FREE SCHOOL,HUDSON VALLEY,2012-2013,38,15.50%,35,14.30%,73,29.80%,DISTRICT TOTAL,SCHOOL DISTRICT,64 HAMBLETONIAN AVE,CHESTER,NY,10918,"64 HAMBLETONIAN AVE
CHESTER, NY 10918
(41.368801773000484, -74.27878694199967)"
440201,ORANGE,CHESTER UNION FREE SCHOOL,HUDSON VALLEY,2012-2013,26,15.80%,20,12.10%,46,27.90%,ELEMENTARY,SCHOOL DISTRICT,64 HAMBLETONIAN AVE,CHESTER,NY,10918,"64 HAMBLETONIAN AVE
CHESTER, NY 10918
(41.368801773000484, -74.27878694199967)"
440201,ORANGE,CHESTER UNION FREE SCHOOL,HUDSON VALLEY,2012-2013,12,15%,15,18.80%,27,33.80%,MIDDLE/HIGH,SCHOOL DISTRICT,64 HAMBLETONIAN AVE,CHESTER,NY,10918,"64 HAMBLETONIAN AVE
CHESTER, NY 10918
(41.368801773000484, -74.27878694199967)"
440301,ORANGE,CORNWALL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2013,136,14.30%,134,14%,270,28.30%,DISTRICT TOTAL,SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.445786873000486, -74.01666933199965)"
440301,ORANGE,CORNWALL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2013,85,15.40%,73,13.20%,158,28.60%,ELEMENTARY,SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.445786873000486, -74.01666933199965)"
440301,ORANGE,CORNWALL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2013,51,12.70%,61,15.20%,112,27.90%,MIDDLE/HIGH,SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.445786873000486, -74.01666933199965)"
440901,ORANGE,HIGHLAND FALLS CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,35,18.80%,23,12.40%,58,31.20%,DISTRICT TOTAL,SCHOOL DISTRICT,21 MORGAN RD,FORT MONTGOMERY,NY,10922,"21 MORGAN RD
FORT MONTGOMERY, NY 10922
(41.336059667000484, -73.98049805299968)"
440901,ORANGE,HIGHLAND FALLS CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,18,17%,12,11.30%,30,28.30%,ELEMENTARY,SCHOOL DISTRICT,21 MORGAN RD,FORT MONTGOMERY,NY,10922,"21 MORGAN RD
FORT MONTGOMERY, NY 10922
(41.336059667000484, -73.98049805299968)"
440901,ORANGE,HIGHLAND FALLS CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,17,21.30%,11,13.80%,28,35%,MIDDLE/HIGH,SCHOOL DISTRICT,21 MORGAN RD,FORT MONTGOMERY,NY,10922,"21 MORGAN RD
FORT MONTGOMERY, NY 10922
(41.336059667000484, -73.98049805299968)"
441101,ORANGE,MINISINK VALLEY CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,121,15.60%,142,18.30%,263,33.90%,DISTRICT TOTAL,SCHOOL DISTRICT,2320 RT 6,SLATE HILL,NY,10973,"2320 RT 6
SLATE HILL, NY 10973
(41.390142685000455, -74.47357303899963)"
441101,ORANGE,MINISINK VALLEY CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,64,14.40%,81,18.30%,145,32.70%,ELEMENTARY,SCHOOL DISTRICT,2320 RT 6,SLATE HILL,NY,10973,"2320 RT 6
SLATE HILL, NY 10973
(41.390142685000455, -74.47357303899963)"
441101,ORANGE,MINISINK VALLEY CENTRAL SCHOOL,HUDSON VALLEY,2012-2013,57,17.40%,61,18.60%,118,36%,MIDDLE/HIGH,SCHOOL DISTRICT,2320 RT 6,SLATE HILL,NY,10973,"2320 RT 6
SLATE HILL, NY 10973
(41.390142685000455, -74.47357303899963)"
